    Date           Stock     Reported  Dollar Value     Warrants
 (yyyymmdd)       Volume       Trades     (mils. $)       Volume
    19980317    680064736       511784       31149.7       346900
    19980318    632386104       478272       28699.7       300500
    19980319    598040599       459880       27463.8       198000
    19980320    717045021       538171       34618.1       263600
    19980323    630803760       522452       29406.2       545800
    19980324    614028692       486399       27461.8       225400
    19980325    676259168       534410       32129.0       280600
    19980326    606488910       460280       26953.6       283100
    19980327    581977420       465054       27067.6       216800
    19980330    497273416       414182       22926.6       260000
    19980331    674687654       520071       32050.2       210200
    19980401    677094906       527781       31131.2       214500
    19980402    673751820       520776       30968.0       556200
    19980403    653277592       520965       30754.4       391600
    19980406    628619500       517945       32152.1       316200
    19980407    670443318       554534       33224.9       276700
    19980408    616039144       515004       29596.4       150700
    19980409    548763687       445849       25621.9       148800
    19980413    565933871       528521       29378.0       172800
    19980414    613219240       515037       29503.5       235400
    19980415    684167506       547935       32761.1       192000
    19980416    698515975       545157       32211.1       104800
    19980417    671629579       505580       31996.6       199900
    19980420    596780822       525160       28682.6       135500
    19980421    674662965       561658       32349.2       486900
    19980422    694888234       533572       32115.2       302800
    19980423    649985071       536929       30399.1       249100
    19980424    630318031       496464       30321.4       235100
    19980427    691608874       600793       33084.1       407400
    19980428    691054734       530127       32068.2       221500
    19980429    653311084       495830       29251.4       256100
    19980430    704455156       534888       32911.3       210800
    19980501    581300624       450078       26078.2       159700
    19980504    551342071       473584       25076.7       362900
    19980505    583488782       481427       25933.6       141400
    19980506    608331245       502668       27729.1       208200
    19980507    591899234       485108       27121.4       153600
    19980508    567641793       450429       26193.8       244500
    19980511    560643170       463259       26880.0       194200
    19980512    604254717       478060       27304.0       168600
    19980513    602222679       455348       27176.3       228300
    19980514    578191260       443341       26862.0       191800
    19980515    621765570       451375       28721.4       228300
    19980518    519867345       437880       24210.7       142500
    19980519    570292026       452123       26632.5       124200
    19980520    597117798       471624       27807.7       176800
    19980521    551807261       449399       25470.4       166700
    19980522    444579338       369130       20019.9       145800
    19980526    541154433       461180       24437.5       251600
    19980527    703307615       576531       32101.1       232900
    19980528    588770372       454409       26341.7        67900
    19980529    556552883       438493       25136.9       179900
    19980601    542400465       459247       24967.8       230500
    19980602    594631470       492590       27171.9       159400
    19980603    584055450       455120       25856.8       228700
    19980604    577039952       450907       25307.6       170400
    19980605    558102504       456117       25959.8       187300
    19980608    543002738       464987       25000.6       186400
    19980609    563133755       451185       24937.6       121100
    19980610    608937770       514897       28432.7       148800
    19980611    626801554       499886       27882.4       335800
    19980612    632125206       543060       28021.5       285100
    19980615    594700885       519442       26742.3       196100
    19980616    663307550       592949       29575.1       219600
    19980617    741711506       594393       33330.3       353300
    19980618    599477457       496175       26870.2       149600
    19980619    713540737       515502       33183.2       199100
    19980622    530368220       471156       24186.4       155600
    19980623    655246048       495591       29499.2       221400
    19980624    714754027       559435       33562.1       136300
    19980625    669415571       527951       30926.7       167500
    19980626    519727535       402712       22671.2       133800
    19980629    564086161       454344       25506.5       213900
    19980630    789394481       551213       35647.3       215800
    19980701    701524748       489533       31768.5       107500
    19980702    510109890       398878       22239.6        98400
    19980706    514553273       443047       23535.6       221600
    19980707    629993946       486795       28029.8       244900
    19980708    606979980       472105       27387.0       248900
    19980709    663386538       492247       29838.8       225800
    19980710    575865493       465324       26402.4       212700
    19980713    574656664       468540       25220.7       219200
    19980714    700113246       515118       30205.4       203300
    19980715    724597644       523941       32009.6       188500
    19980716    678597657       502611       29639.7       175600
    19980717    617791043       455768       27890.4       236800
    19980720    560381781       470746       26531.8       197200
    19980721    663422007       546306       33014.3       254100
    19980722    739591654       581984       34957.4       290400
    19980723    741527366       547055       32584.1       139400
    19980724    684784194       552748       31246.9       320600
    19980727    619813461       526503       28337.6       171700
    19980728    703361097       583857       31232.1       238200
    19980729    644198049       492517       28495.3       152900
    19980730    687293434       498203       31437.8       199100
    19980731    645713094       522232       29100.4       194100
    19980803    620269608       502342       27116.0       127000
    19980804    852342558       710645       37812.0       330900
    19980805    858943783       733737       37837.1       261800
    19980806    768090837       594084       31333.3       371400
    19980807    758920666       612114       31916.4       225600
    19980810    579060654       470722       24484.8       121400
    19980811    774032574       663314       33900.1       404700
    19980812    711529650       562714       29697.0       196200
    19980813    660572541       545982       27494.2       165200
    19980814    643843061       528950       27541.1       188100
    19980817    584112245       519724       25291.0       264600
    19980818    690480227       555993       29157.7       203700
    19980819    633295352       528039       26315.0       332400
    19980820    621373896       535990       26952.1       259800
    19980821    725494766       619937       31422.1       290500
    19980824    563694943       507987       24192.1       121000
    19980825    682535705       550894       28961.5       201900
    19980826    673922203       574134       27474.8       180000
    19980827    938296360       767693       38837.9       325500
    19980828    841389836       739234       34824.2       376400
    19980831    917250286       858907       37737.4       318300
    19980901   1216324513      1005461       46919.9       266000
    19980902    894357531       764493       35111.3       331200
    19980903    879736676       707947       34172.5       821100
    19980904    779735963       636725       30502.4       638100
    19980908    814552440       690806       33554.7       313500
    19980909    704053980       598462       28399.2       318000
    19980910    879754275       719357       33487.0       546200
    19980911    818893539       667969       31217.8       295700
    19980914    714110638       582220       28974.3       303700
    19980915    724337332       553220       28549.9       291000
    19980916    797280511       618940       32545.0       279600
    19980917    694415672       562653       27610.8       148100
    19980918    795386440       560798       31787.8       295200
    19980921    609810960       515041       24544.8        64300
    19980922    694717590       524142       26825.4       181600
    19980923    900002556       643222       36032.5       232200
    19980924    805738466       658500       33010.2       203800
    19980925    736382246       600013       29274.3       467100
    19980928    690300771       574943       27735.1       218800
    19980929    758902152       574003       30520.4       201900
    19980930    818202607       592546       32294.3       190500
    19981001    899560365       720615       34861.6       191600
    19981002    902729428       720785       35241.9       239200
    19981005    817165312       694052       32218.0       424500
    19981006    845614067       689518       32198.6       138000
    19981007    976815661       751389       36609.5       267100
    19981008   1114368220       844391       40237.0       253200
    19981009    877940613       664881       32267.3       160900
    19981012    690953215       533199       26995.1       164000
    19981013    732719835       547510       27791.3       593400
    19981014    791026322       605684       30738.2       231400
    19981015    937417038       689560       36117.9       205600
    19981016   1022181062       718604       41439.2       599000
    19981019    738448291       595686       29118.2       246100
    19981020    958064932       735433       38574.8       194200
    19981021    744981990       606935       30254.7       202900
    19981022    754790888       590238       29826.8       176100
    19981023    637461889       513770       25284.8       174900
    19981026    609594652       529032       24006.1       317500
    19981027    764293041       637875       30505.1       263000
    19981028    677216200       523181       26220.5       186600
    19981029    699054119       527032       27530.0       371500
    19981030    784758566       597117       30792.0       241900
    19981102    760267858       618839       30576.4       384500
    19981103    703924525       561591       28476.3       287600
    19981104    860779370       659501       35564.4       205300
    19981105    769689429       645940       31787.2       332200
    19981106    682727142       575747       28263.0       228000
    19981109    592388890       530890       24901.2       204000
    19981110    679140300       555407       28310.8       184100
    19981111    715068480       564237       29073.4       184300
    19981112    691678691       532298       28524.9       121400
    19981113    601908776       464753       24910.8        90400
    19981116    616158294       522264       25690.3       170200
    19981117    700961490       609787       30415.4       146900
    19981118    652315568       566528       27047.9       194100
    19981119    684377650       548295       28630.9       207700
    19981120    720852493       562706       29686.9       342800
    19981123    774012182       653491       32985.2       177200
    19981124    765983715       652724       32896.6       299900
    19981125    583407070       476019       24347.0       173300
    19981127    256853500       233234       11171.4       118400
    19981130    689006259       606491       29270.2       193900
    19981201    788333605       649578       33975.7       909500
    19981202    726951115       591629       29667.8       478700
    19981203    799667777       638516       32442.8       310000
    19981204    709388606       569425       29747.9       359200
    19981207    671023917       553497       26556.0       209500
    19981208    727442366       639264       30755.8       340300
    19981209    700265894       590364       29293.8       171300
    19981210    760754093       603519       30877.8       197600
    19981211    688638774       576454       28688.8       275700
    19981214    741618407       595567       30183.1       233700
    19981215    777514975       623152       31486.4       382100
    19981216    725297905       601531       28920.1       293200
    19981217    739222650       589065       30500.8       256000
    19981218    839467986       663624       36487.8       162200
    19981221    744543440       638638       32134.6       328800
    19981222    680262629       579443       27981.7       268200
    19981223    697263936       599613       29167.3       151100
    19981224    246927700       254099        9767.4        55700
    19981228    531252575       494628       22201.3       306000
    19981229    586256290       530129       24678.2       235200
    19981230    604647397       533081       26391.9       273000
    19981231    754612260       560791       35772.8       245100
    19990104    892319766       744420       40490.1       212600
    19990105    784078330       671260       35714.9       308500
    19990106    986639888       771820       44656.4       246800
    19990107    862753038       691655       38402.5       263100
    19990108    937417104       716247       41940.7       415200
    19990111    817816409       721830       38629.5       266100
    19990112    799922946       700776       37552.9       218000
    19990113    934046102       829855       44401.7       146500
    19990114    796998042       710039       36762.9        98400
    19990115    789000965       625919       36000.6       129500
    19990119    785405489       676461       37304.2        76900
    19990120    905405826       728433       43353.0       132900
    19990121    871058670       701906       41267.1       521300
    19990122    785634647       647829       37238.4       108800
    19990125    727759630       644274       34298.8       102400
    19990126    896092984       698902       40637.8       197200
    19990127    893245649       673897       40946.3       434300
    19990128    852046023       660680       38343.8       236100
    19990129    916408874       713908       40220.9       268700
    19990201    798819539       691491       35210.0       349300
    19990202    844864981       744149       37586.7       281700
    19990203    875875998       726302       38967.8       142100
    19990204    856038755       713059       38065.2       114100
    19990205    871253409       724073       37695.6       214600
    19990208    704541618       617012       31656.5       138300
    19990209    735083712       630402       33390.1       127200
    19990210    721117040       650678       31952.6       134700
    19990211    815324315       630047       36187.7       129600
    19990212    690906316       632957       31034.5       199600
    19990216    653150573       635135       29644.8       111800
    19990217    734517437       677838       32850.8        81100
    19990218    741972922       663720       32062.4       150200
    19990219    699723824       630196       30650.8       310000
    19990222    718405877       724122       33448.7       121400
    19990223    780963538       699460       35470.1       184800
    19990224    781976486       690162       35175.4       115000
    19990225    740398573       718676       33255.2       100400
    19990226    784585531       698287       34667.7        41600
    19990301    669432449       663926       30027.1       138700
    19990302    753555424       681938       32552.5       116700
    19990303    751564799       623154       31739.6       154200
    19990304    770726470       657937       34091.4       236500
    19990305    834736760       694276       37418.3       212000
    19990308    714467082       633097       31273.2       166900
    19990309    803669066       721045       36772.7        68400
    19990310    844908640       669346       35387.7       339400
    19990311    909346907       759505       39976.4       284500
    19990312    825581590       692317       36121.7       281700
    19990315    727146836       649954       32628.5       118300
    19990316    751837389       643246       33424.9       149700
    19990317    752061781       661071       33207.2       261100
    19990318    830719760       734245       37632.6       322300
    19990319    922006240       751964       44172.0       196000
    19990322    662208131       603447       29962.3       234900
    19990323    818759056       756077       37775.3       219900
    19990324    762429920       681693       34366.3       310000
    19990325    783915298       637394       35327.1       293500
    19990326    706813701       595378       30930.3       422900
    19990329    747626857       633812       33075.3       307800
    19990330    728795146       651923       33896.5       183000
    19990331    930156856       733686       39738.2       221600
    19990401    705299017       624601       31991.9       194600
    19990405    695345560       684396       32732.5       112700
    19990406    786948590       693316       37490.0       116900
    19990407    815846498       706803       39106.7       217500
    19990408    849922740       735711       40215.8       203000
    19990409    715669500       620199       32610.7       137500
    19990412    808500534       822725       37049.5       136300
    19990413    810385350       734177       38261.8        81300
    19990414    950806640       817975       44114.3       489400
    19990415   1088805633       898371       53764.1       385900
    19990416   1001752155       791900       44482.1       641600
    19990419   1213762779       906115       58834.7       676300
    19990420    984934402       884186       48841.5       505900
    19990421    919893596       743267       42495.7       182500
    19990422    927671750       748503       46169.3       282700
    19990423    744763198       639023       35956.5       147600
    19990426    711849217       654397       33838.5       194600
    19990427    891644330       753488       42667.7       147900
    19990428    950613026       764825       42783.5       170900
    19990429   1001926077       736295       46454.9       339100
    19990430    942645684       746847       44121.6       322200
    19990503    810175802       688864       37635.2       218500
    19990504    931913400       772057       43939.5       311600
    19990505    913098887       739010       43426.3       256700
    19990506    878869820       748697       40970.5       160500
    19990507    818747933       696387       38060.7       267000
    19990510    772837009       705980       36394.1       136900
    19990511    838523180       719205       39599.4       891200
    19990512    833038339       722170       39598.4       599000
    19990513    796564700       665751       38306.7       240200
    19990514    726636875       673420       36017.2       418600
    19990517    679179701       606484       33166.4       211800
    19990518    752895421       675283       36369.9       226000
    19990519    800936096       652451       37117.1       215800
    19990520    752049060       645933       35460.7       201100
    19990521    691283660       585558       32573.4       192300
    19990524    754424035       655702       36637.6       265900
    19990525    826311470       725233       38629.0       285300
    19990526    885976840       781857       42826.1       226300
    19990527    829226255       720811       38038.7       232700
    19990528    656837076       583053       29523.6       125500
    19990601    698257273       693701       31322.3       226800
    19990602    730021309       655269       33028.1       247200
    19990603    732830167       600782       32266.4       436000
    19990604    694326672       584117       31905.7       236600
    19990607    664182780       564909       30401.5       141800
    19990608    685793315       590599       30577.4       187600
    19990609    661830649       526466       29188.1       213700
    19990610    714989085       604228       32901.7       576100
    19990611    698035270       603775       31894.2        96000
    19990614    667860040       568966       29943.2        76300
    19990615    695284948       616013       30772.4       355700
    19990616    806239028       637417       36655.0       274300
    19990617    697772209       596286       31484.2       144500
    19990618    910325726       619922       41448.7       184800
    19990621    684390317       583978       31127.1       136100
    19990622    710371547       606900       31789.2       169400
    19990623    731693790       600881       31541.7       138200
    19990624    696032440       608338       31536.1       282500
    19990625    623206897       528574       27838.6       254600
    19990628    652765792       588897       30058.2       143200
    19990629    820039494       627311       39849.8       105200
    19990630   1150172158       854294       51619.5       132100
    19990701    843357145       699692       39167.1        85500
    19990702    613451916       507980       27544.8       113800
    19990706    722602447       659158       33885.3       343600
    19990707    791015854       627979       35507.4       201600
    19990708    830298266       668811       37263.8       320800
    19990709    700773900       528741       30018.2       212800
    19990712    685213577       575538       29763.3       137800
    19990713    740116367       590105       31952.5       259600
    19990714    755848719       601494       32971.7       101600
    19990715    818491454       619006       36309.4       215800
    19990716    713727927       553108       32124.7       220900
    19990719    644124081       576388       29365.0        95100
    19990720    757901304       642989       36373.3       186100
    19990721    789208565       635256       36083.7       157300
    19990722    783478204       643926       35811.3       148300
    19990723    633243871       552126       28470.9       170100
    19990726    615826895       568815       27471.4       166700
    19990727    723821642       631611       32798.0       157100
    19990728    690748550       555370       30005.4       212700
    19990729    770083148       658802       32870.1       110700
    19990730    736627257       606022       31368.7       175300
    19990802    649404705       563830       28574.9       140500
    19990803    739365236       637729       32329.5       315900
    19990804    788886872       645870       33649.7       469100
    19990805    858938852       709874       37733.0       425300
    19990806    698727562       560966       29789.3       210200
    19990809    684211919       541033       28793.2       147200
    19990810    836070543       688643       35164.4       213500
    19990811    792738963       603789       32850.8       219600
    19990812    745290933       592555       32444.0       338300
    19990813    691607790       535390       29613.9       145800
    19990816    583441596       512825       24593.2       108000
    19990817    691296060       566502       29797.6       199100
    19990818    682623080       537687       29001.3       220000
    19990819    684012380       599574       28977.7       269000
    19990820    660981670       503660       27652.5       198500
    19990823    682320540       600884       29669.7       212100
    19990824    732406661       637040       32430.5       142800
    19990825    864143929       735428       38522.8       191300
    19990826    718517126       588658       31163.6       129200
    19990827    568955235       509458       24470.6       138700
    19990830    604507147       530476       25070.6       134600
    19990831    860040526       690561       36017.6       226200
    19990901    707350411       609823       29045.3        81200
    19990902    686897940       592221       28163.5       237400
    19990903    663065831       594349       28417.5       133200
    19990907    715164206       564000       29960.9       142200
    19990908    791155049       635973       33216.1       125700
    19990909    773761770       582764       32771.8       143900
    19990910    808374742       583343       32297.9       168000
    19990913    657754891       519230       26968.8       145200
    19990914    734458618       554915       30596.1       106700
    19990915    787158768       635403       33695.3       221900
    19990616    738936136       599504       31580.6        86900
    19990917    861898206       611492       37801.7        82000
    19990920    567945835       477882       23850.4        49200
    19990921    817258300       688695       34494.1        84900
    19990922    822055325       666433       34858.1       145800
    19990923    890795815       706320       36910.6        86100
    19990924    877607952       766025       36455.5       174600
    19990927    780520649       655041       30894.2       148300
    19990928    885342856       746232       35297.1       133700
    19990929    855792450       666173       34180.9       272100
    19990930   1024161664       742554       39997.7       213000
    19991001    895971809       705760       35739.4       228600
    19991004    803190597       623798       32303.7       175200
    19991005    965500802       739220       40368.5       201600
    19991006    895114900       697117       36986.5        81200
    19991007    807720344       622496       33534.8       103600
    19991008    897074680       707272       38058.8       310000
    19991011    655825570       513869       26877.6        98400
    19991012    778187555       617003       31329.2       134300
    19991013    821463230       677529       33381.8        79600
    19991014    892127365       746496       37051.4       213300
    19991015    912610910       762849       37755.5        52800
    19991018    818676813       728015       33337.5        56400
    19991019    905630530       737850       37892.2        73000
    19991020    928699028       713922       37593.8        70600
    19991021   1012450550       777411       43202.8        66700
    19991022    958755202       732590       38136.3       313300
    19991025    776874302       654958       30857.3       100200
    19991026    878044383       686939       34132.7       226900
    19991027    949753003       711717       38011.5       214600
    19991028   1134657113       855280       49206.4       229200
    19991029   1143115350       869212       49552.0       124300
    19991101    860571956       701549       36188.2       102600
    19991102    904279388       718821       37616.7        72600
    19991103    914043261       717799       37721.4        93000
    19991104    981250328       702167       41882.3       117700
    19991105   1007112735       769264       42458.5       110800
    19991108    806716660       679268       33988.9        93900
    19991109    854175116       700660       35628.6       164500
    19991110    984565470       805237       41295.7       187900
    19991111    891169171       653200       35762.7       176400
    19991112    900126795       717933       37583.0        97200
    19991115    802786918       650158       33881.8       260000
    19991116    942079543       773831       40333.2       177700
    19991117    959780412       739702       40411.6       287800
    19991118   1022639277       766788       44439.8       168400
    19991119    893782694       680615       37820.4        82800
    19991122    873432811       714433       36888.5       135400
    19991123    925938745       749955       38795.2       246300
    19991124    737239121       626328       30125.1        57900
    19991126    312092928       310348       13382.9        32000
    19991129    866011050       764903       35633.8       131600
    19991130    966353030       811326       40564.4       211800
    19991201    906522640       745525       37544.6       500900
    19991202    900333148       681496       36174.7       369100
    19991203   1006227418       852889       44259.3       191200
    19991206    916686291       765603       37990.0       115400
    19991207   1085716538       830659       44101.4       141500
    19991208    956883309       751780       38832.9       152500
    19991209   1122007235       834044       44900.6       105700
    19991210    986596246       744451       40477.6       661200
    19991213    976480885       752132       38532.0      1131900
    19991214   1027614472       785868       41764.5       267200
    19991215   1033426568       807129       42999.0       538400
    19991216   1070168519       821558       43392.3       144100
    19991217   1349710995       866813       58093.8       120700
    19991220    904385616       737690       35833.6       235100
    19991221    963406521       784665       38265.9       135900
    19991222    849933741       687008       33806.6        79000
    19991223    728410890       633051       28393.1       194200
    19991227    722441383       673052       29205.6       188700
    19991228    663702920       637051       25151.0       208000
    19991229    567685898       542196       21152.0       173000
    19991230    557463862       539221       20400.2       109000
    19991231    373899141       375169       13276.3       152000
