
      Date    Reported     Reported   Dollar Value   Reported
(YYYYMMDD)     Shares       Trades     (Millions)    Warrants
   20000103    931,732,833    867,368    $41,819.5      130,400
   20000104  1,008,963,898    871,889    $44,279.6      130,800
   20000105  1,085,474,786    943,846    $49,263.3      102,600
   20000106  1,092,208,627    850,294    $47,230.7       94,400
   20000107  1,225,061,345    999,935    $55,410.7      158,400
   20000110  1,064,605,720    904,197    $50,397.7      242,400
   20000111  1,013,968,742    845,305    $44,617.1       76,100
   20000112    974,520,118    845,317    $42,671.1      104,700
   20000113  1,030,385,813    836,768    $44,674.6       85,400
   20000114  1,085,745,298    912,794    $48,774.7      176,000
   20000118  1,051,575,171    910,725    $46,588.5       98,000
   20000119  1,063,620,732    816,266    $46,874.2      120,200
   20000120  1,105,282,784    889,143    $50,356.8      107,500
   20000121  1,225,708,645    883,836    $54,187.5      138,600
   20000124  1,115,780,993    896,246    $48,949.9      109,400
   20000125  1,073,669,854    870,339    $46,758.4       74,200
   20000126  1,117,016,876    851,498    $48,226.4      303,200
   20000127  1,129,479,904    846,952    $48,691.0      110,200
   20000128  1,095,748,077    868,916    $48,436.0       91,700
   20000131    993,704,402    864,323    $43,086.7       98,000
   20000201    980,791,962    844,908    $43,147.7      212,400
   20000202  1,038,567,263    845,857    $45,164.6       58,400
   20000203  1,124,233,458    888,848    $49,147.0       62,000
   20000204  1,045,017,310    819,790    $45,357.7       94,900
   20000207    932,023,060    772,083    $39,612.1      164,600
   20000208  1,059,022,416    844,507    $46,176.1      139,800
   20000209  1,050,308,964    857,337    $45,474.7      203,800
   20000210  1,058,732,245    825,125    $42,517.7      131,300
   20000211  1,029,855,080    810,824    $41,145.4      133,600
   20000214    927,207,096    790,371    $36,762.9       97,400
   20000215  1,092,024,218    854,719    $44,615.9      153,500
   20000216  1,018,707,003    814,523    $42,807.1      120,900
   20000217  1,034,660,297    832,425    $43,972.6      156,900
   20000218  1,042,269,190    870,878    $44,385.1       65,200
   20000222    979,955,442    879,884    $41,559.2       99,000
   20000223    993,530,902    835,617    $41,749.5      212,400
   20000224  1,214,836,835    968,789    $51,890.1      163,200
   20000225  1,065,210,614    863,351    $44,856.6       80,600
   20000228  1,026,445,969    896,991    $43,980.7      102,400
   20000229  1,204,232,816    930,807    $50,925.4      112,600
   20000301  1,273,565,979    986,568    $56,133.0      535,700
   20000302  1,198,485,424    905,254    $50,832.1      155,700
   20000303  1,150,029,357    877,371    $50,590.3      288,100
   20000306  1,028,929,929    846,677    $45,419.2      130,500
   20000307  1,313,858,243    992,695    $57,172.0      241,000
   20000308  1,215,222,335    968,481    $51,480.6      191,100
   20000309  1,122,885,373    887,906    $48,258.6      113,300
   20000310  1,138,686,510    886,105    $49,846.5      193,900
   20000313  1,015,383,846    883,582    $43,859.7      159,200
   20000314  1,093,813,095    922,610    $47,465.1      184,800
   20000315  1,302,556,933    998,874    $55,886.8      209,000
   20000316  1,481,603,025  1,156,283    $66,460.2      257,600
   20000317  1,313,845,742  1,042,492    $61,385.6      251,200
   20000320    920,588,921    852,967    $42,173.0      101,700
   20000321  1,065,545,150    897,606    $49,170.0      168,000
   20000322  1,076,777,056    902,899    $50,206.5      110,600
   20000323  1,078,113,449    866,937    $50,179.0       58,900
   20000324  1,051,830,068    928,702    $50,739.9      101,800
   20000327    900,677,686    807,098    $42,045.6       80,900
   20000328    958,471,675    848,216    $43,347.6       73,600
   20000329  1,061,530,692    886,281    $49,412.8      137,600
   20000330  1,193,208,868    975,273    $56,148.0      148,200
   20000331  1,227,157,208    959,500    $54,316.2      127,700
   20000403  1,026,377,515    896,027    $47,785.7      200,200
   20000404  1,512,392,456  1,283,921    $74,458.4      145,800
   20000405  1,120,944,247    946,296    $52,080.8      102,300
   20000406  1,015,403,507    845,530    $45,386.7       84,500
   20000407    897,780,029    757,752    $40,042.9       91,100
   20000410    854,461,192    825,054    $40,053.2       95,500
   20000411    980,508,996    905,369    $47,141.0       66,200
   20000412  1,175,590,839    985,474    $55,127.9      158,600
   20000413  1,031,759,615    905,421    $49,416.3       57,100
   20000414  1,279,290,505  1,116,701    $57,896.6       82,100
   20000417  1,203,171,556  1,157,446    $54,560.1      115,200
   20000418  1,108,596,017    985,823    $50,584.1       64,500
   20000419  1,001,266,464  1,180,966    $46,535.7       38,300
   20000420    896,235,197    700,656    $39,918.4       29,900
   20000424    871,620,207    808,381    $39,980.1       71,100
   20000425  1,070,813,458    895,668    $48,233.9       83,200
   20000426    999,296,690    807,946    $46,140.5      100,900
   20000427  1,110,444,024    875,750    $49,333.3       71,200
   20000428    984,452,891    768,449    $43,241.5       79,600
   20000501    966,243,971    807,879    $43,627.9       50,400
   20000502  1,015,970,035    801,294    $43,794.5      100,000
   20000503    990,960,984    806,277    $43,181.8      101,300
   20000504    925,510,710    765,078    $39,338.6       48,000
   20000505    805,343,568    668,614    $35,952.9      111,500
   20000508    787,479,462    697,461    $34,476.1      112,200
   20000509    896,408,667    800,255    $38,664.2      216,900
   20000510  1,006,375,779    832,648    $45,320.5       62,400
   20000511    953,285,399    754,175    $40,590.9      305,300
   20000512    858,074,640    692,109    $37,088.2       89,700
   20000515    854,454,509    703,224    $37,185.7      121,600
   20000516    955,476,072    825,597    $42,951.6      105,600
   20000517    820,455,630    705,682    $36,514.3       32,500
   20000518    807,710,914    676,191    $35,419.5      116,600
   20000519    876,293,232    683,673    $39,236.9      168,400
   20000522    868,429,131    769,853    $39,430.0      567,000
   20000523    867,125,830    754,071    $36,923.8      215,800
   20000524  1,152,217,527    990,990    $49,838.8       96,300
   20000525    984,412,024    812,835    $42,707.7       49,400
   20000526    722,494,960    641,250    $29,266.7      168,500
   20000530    844,186,106    699,646    $35,871.2       45,000
   20000531    960,432,138    775,152    $40,373.5       63,600
   20000601    960,050,110    786,307    $42,228.3       89,900
   20000602  1,162,156,944    844,738    $52,425.4      126,300
   20000605    836,645,094    760,497    $37,334.1       78,000
   20000606    950,013,286    783,029    $41,330.3       80,100
   20000607    854,442,308    730,089    $37,208.7      142,600
   20000608    854,157,785    712,157    $37,543.3      123,000
   20000609    785,777,318    652,500    $33,227.6      112,400
   20000612    773,931,051    678,680    $33,064.2       58,200
   20000613    935,471,679    788,424    $39,944.6      155,000
   20000614    929,555,544    756,404    $40,218.9       84,100
   20000615  1,011,341,365    876,421    $43,776.1      130,400
   20000616  1,250,671,739    853,809    $54,201.0      102,400
   20000619    921,638,643    789,434    $39,845.1      113,500
   20000620  1,030,989,556    848,756    $44,593.0      491,200
   20000621  1,009,524,172    790,393    $41,352.0       74,500
   20000622  1,022,583,748    832,360    $42,238.7       60,000
   20000623    847,529,140    683,986    $34,158.7      108,200
   20000626    888,909,883    720,435    $36,829.1       65,100
   20000627  1,042,057,937    841,174    $42,555.8      178,400
   20000628  1,065,899,554    825,327    $42,383.5       66,500
   20000629  1,110,514,042    921,001    $45,867.7       74,400
   20000630  1,459,460,119    988,534    $56,363.2      175,300
   20000703    451,841,159    425,447    $18,172.4       34,400
   20000705  1,019,125,216    862,773    $43,395.7      109,900
   20000706    947,004,823    820,784    $39,399.7      217,200
   20000707    931,410,230    757,260    $38,568.3      242,500
   20000710    828,499,238    712,161    $34,850.6      133,700
   20000711    980,318,096    820,748    $40,802.5       86,600
   20000712  1,000,879,030    786,861    $41,708.7      185,200
   20000713  1,026,517,410    798,734    $44,192.9      192,300
   20000714    960,522,616    717,040    $40,849.7       59,400
   20000717    905,713,355    770,040    $39,452.3       85,300
   20000718    910,149,501    738,355    $38,175.9       94,100
   20000719    909,297,862    719,848    $37,418.5       92,000
   20000720  1,064,024,597    841,975    $45,958.1      593,900
   20000721    968,183,990    724,331    $41,847.4       77,600
   20000724    880,088,886    757,951    $38,140.0      212,100
   20000725    969,104,383    756,465    $40,282.9      229,400
   20000726  1,235,689,067    871,067    $50,310.3      184,300
   20000727  1,156,396,299    840,841    $46,361.5       95,000
   20000728    979,821,307    766,797    $40,503.0      174,000
   20000731    952,304,389    779,387    $38,699.7      121,100
   20000801    936,589,406    735,449    $37,502.5      142,000
   20000802    994,479,579    778,618    $40,230.8       58,100
   20000803  1,095,474,372    817,458    $44,321.7      113,100
   20000804    955,938,674    756,965    $39,846.1      140,900
   20000807    854,758,300    741,285    $35,626.0       89,500
   20000808    992,221,162    783,762    $40,063.0       68,700
   20000809  1,054,731,688    805,780    $45,174.0       90,100
   20000810    940,722,024    734,205    $38,716.8       71,200
   20000811    835,485,580    723,711    $34,370.2       60,000
   20000814    783,686,643    686,727    $32,890.8      144,500
   20000815    895,848,570    729,283    $37,477.6      110,800
   20000816    932,758,533    736,469    $39,512.0       79,100
   20000817    922,156,150    718,973    $39,954.2      190,300
   20000818    821,357,342    672,323    $35,493.7       80,800
   20000821    731,542,432    663,714    $30,331.5       72,000
   20000822    818,408,515    698,956    $34,142.8      180,000
   20000823    870,908,953    710,394    $35,757.8      128,500
   20000824    837,032,209    679,941    $35,565.8       76,100
   20000825    685,601,797    611,093    $28,500.3       51,000
   20000828    733,548,854    666,586    $31,372.4       72,400
   20000829    795,623,138    710,553    $33,066.9       50,900
   20000830    818,382,060    690,786    $35,134.8       58,100
   20000831  1,071,945,670    859,937    $44,132.5       80,000
   20000901    768,304,709    710,307    $33,000.3      132,500
   20000904              0          0         $0.0            0
   20000905    847,688,500    784,800    $35,853.2       91,800
   20000906    997,928,102    828,927    $43,833.3       72,800
   20000907    985,328,283    827,377    $41,956.2       71,200
   20000908    966,749,215    845,435    $40,892.6       79,500
   20000911    899,255,300    884,411    $39,971.8       98,400
   20000912    991,151,724    890,590    $43,910.5       47,500
   20000913  1,068,276,620    880,814    $47,184.0       84,500
   20000914  1,013,914,271    857,398    $43,523.9       64,100
   20000915  1,268,373,181    907,247    $54,313.1       77,000
   20000918    962,443,340    910,930    $41,597.3       58,000
   20000919  1,024,921,121    919,660    $42,449.2       44,500
   20000920  1,104,022,041    943,946    $45,348.3       41,400
   20000921  1,088,893,456    888,129    $44,285.8       68,400
   20000922  1,172,131,584    993,520    $49,323.0       63,600
   20000925    982,377,994    869,332    $41,109.3       40,000
   20000926  1,106,535,054    937,411    $45,500.0      100,700
   20000927  1,174,657,075    956,277    $47,558.3       59,700
   20000928  1,206,193,360    949,269    $49,695.7       30,400
   20000929  1,196,711,423    922,798    $48,738.6      473,000
   20001002  1,051,174,550    992,909    $43,333.2       73,000
   20001003  1,107,375,520    952,582    $45,337.3       54,300
   20001004  1,167,276,381  1,014,889    $47,348.9      136,500
   20001005  1,175,983,190    967,307    $47,121.6       77,100
   20001006  1,150,062,400    984,364    $45,936.8       46,900
   20001009    716,591,360    705,176    $28,761.3       23,800
   20001010  1,043,961,662    962,333    $42,320.8       64,000
   20001011  1,387,464,065  1,210,222    $54,900.6       57,900
   20001012  1,388,577,981  1,208,432    $55,148.0       72,700
   20001013  1,227,250,210  1,043,687    $47,853.1      211,000
   20001016  1,005,363,436    924,885    $40,344.3       29,000
   20001017  1,170,962,941    999,294    $45,489.5       52,800
   20001018  1,441,611,837  1,133,942    $56,752.1      103,200
   20001019  1,297,874,117  1,020,893    $51,959.1       81,200
   20001020  1,177,404,760    939,716    $47,282.2       55,800
   20001023  1,046,543,852    961,555    $43,944.1       35,800
   20001024  1,158,580,553  1,034,463    $47,118.7       69,400
   20001025  1,315,586,357  1,133,639    $53,931.3       57,000
   20001026  1,303,608,531  1,150,319    $52,755.4      262,800
   20001027  1,086,298,863    959,233    $43,631.8       46,700
   20001030  1,186,371,037  1,061,605    $47,781.2      156,600
   20001031  1,366,288,373  1,095,756    $53,761.8      182,900
   20001101  1,206,254,129  1,019,539    $49,710.8      186,200
   20001102  1,167,344,076    966,104    $47,364.2      424,900
   20001103    997,651,450    851,011    $40,672.1       50,800
   20001106    930,325,223    847,197    $37,998.1       61,000
   20001107    880,505,760    795,527    $35,552.4      267,400
   20001108    909,074,740    846,073    $37,979.5       90,500
   20001109  1,110,872,940  1,031,859    $45,212.9       48,200
   20001110    976,091,576    902,569    $38,189.5       64,400
   20001113  1,129,260,003  1,092,175    $44,864.9       60,500
   20001114  1,118,634,091    977,259    $43,796.0       43,200
   20001115  1,084,690,983    953,714    $42,626.7       89,700
   20001116    956,166,734    861,590    $36,010.8       45,700
   20001117  1,070,276,055    902,952    $42,120.4       91,700
   20001120    955,797,062    922,695    $37,311.1       40,100
   20001121  1,136,673,494    990,628    $44,324.9      118,600
   20001122    980,089,772    890,712    $37,816.0      763,000
   20001123              0          0         $0.0            0
   20001124    403,254,030    436,134    $15,343.5       19,500
   20001127    945,495,184    926,305    $36,670.4       45,800
   20001128  1,058,890,466    963,982    $40,237.4       51,700
   20001129  1,141,102,298  1,052,810    $43,980.4       60,600
   20001130  1,542,065,540  1,281,178    $58,428.4      233,600
   20001201  1,195,103,478  1,089,381    $45,599.3       31,000
   20001204  1,098,705,436  1,065,477    $41,661.1       77,500
   20001205  1,427,433,447  1,169,125    $55,479.6      216,200
   20001206  1,398,932,968  1,173,618    $55,660.3      328,800
   20001207  1,127,595,195    984,009    $41,037.7      260,900
   20001208  1,358,262,259  1,129,824    $51,141.8       43,800
   20001211  1,231,387,785  1,097,072    $47,160.5      110,900
